,Primos,No_Primos,Pares,Primos_NoPrimos,NoPrimos_Primos,Aleatorio
7679,32584961,32584961,32584962,32486429,32492293,32486429
7680,32584963,32584961,32584964,32505587,32492263,32505587
7681,32584967,32584967,32584968,32482539,32492237,32482539
7682,32584969,32584967,32584970,32456023,32492231,32456023
7683,32584973,32584965,32584974,32486189,32492221,32486189
7684,32584991,32584979,32584992,32492471,32492203,32492471
7685,32585017,32585015,32585018,32455063,32492197,32455063
7686,32585023,32584995,32585024,32457899,32492191,32457899
7687,32585081,32585075,32585082,32479637,32492189,32479637
7688,32585093,32585089,32585094,32476215,32492177,32476215
7689,32585101,32585093,32585102,32455799,32492171,32455799
7690,32585117,32585111,32585118,32535879,32492149,32535879
7691,32585129,32585129,32585130,32486801,32492143,32486801
7692,32585131,32585125,32585132,32500553,32492111,32500553
7693,32585143,32585135,32585144,32498631,32492107,32498631
7694,32585159,32585151,32585160,32477123,32492069,32477123
7695,32585177,32585171,32585178,32465929,32492063,32465929
7696,32585191,32585181,32585192,32467079,32492059,32467079
7697,32585213,32585209,32585214,32484847,32492041,32484847
7698,32585221,32585215,32585222,32503967,32492027,32503967
7699,32585233,32585231,32585234,32512763,32492023,32512763
7700,32585239,32585233,32585240,32467231,32492011,32467231
7701,32585251,32585247,32585252,32482253,32491997,32482253
7702,32585261,32585257,32585262,32476219,32491969,32476219
7703,32585269,32585263,32585270,32494083,32491909,32494083
7704,32585281,32585277,32585282,32518131,32491903,32518131
7705,32585291,32585289,32585292,32523889,32491897,32523889
7706,32585297,32585285,32585298,32522023,32491891,32522023
7707,32585321,32585311,32585322,32463477,32491829,32463477
7708,32585341,32585337,32585342,32537175,32491819,32537175
7709,32585351,32585347,32585352,32506397,32491817,32506397
7710,32585359,32585345,32585360,32535483,32491793,32535483
7711,32585387,32585385,32585388,32453909,32491787,32453909
7712,32585393,32585389,32585394,32483089,32491783,32483089
7713,32585401,32585387,32585402,32534399,32491763,32534399
7714,32585431,32585417,32585432,32467141,32491733,32467141
7715,32585461,32585453,32585462,32514059,32491651,32514059
7716,32585479,32585475,32585480,32467933,32491637,32467933
7717,32585489,32585475,32585490,32486141,32491633,32486141
7718,32585519,32585511,32585520,32526887,32491631,32526887
7719,32585537,32585535,32585538,32519943,32491619,32519943
7720,32585543,32585535,32585544,32480943,32491603,32480943
7721,32585561,32585545,32585562,32523331,32491567,32523331
7722,32585593,32585575,32585594,32455303,32491561,32455303
7723,32585629,32585627,32585630,32504195,32491541,32504195
7724,32585633,32585631,32585634,32487093,32491519,32487093
7725,32585639,32585625,32585640,32501305,32491507,32501305
7726,32585669,32585659,32585670,32476981,32491493,32476981
7727,32585689,32585677,32585690,32478997,32491489,32478997
7728,32585713,32585709,32585714,32454471,32491457,32454471
7729,32585723,32585717,32585724,32457977,32491451,32457977
7730,32585737,32585723,32585738,32525677,32491427,32525677
7731,32585767,32585753,32585768,32470715,32491423,32470715
7732,32585797,32585795,32585798,32480679,32491421,32480679
7733,32585803,32585801,32585804,32513909,32491399,32513909
7734,32585809,32585801,32585810,32486717,32491391,32486717
7735,32585827,32585807,32585828,32471549,32491373,32471549
7736,32585869,32585855,32585870,32538139,32491367,32538139
7737,32585897,32585891,32585898,32499913,32491337,32499913
7738,32585911,32585897,32585912,32535207,32491313,32535207
7739,32585941,32585921,32585942,32474681,32491309,32474681
7740,32585981,32585981,32585982,32533803,32491297,32533803
7741,32585983,32585981,32585984,32490047,32491289,32490047
7742,32585989,32585975,32585990,32518901,32491271,32518901
7743,32586019,32586013,32586020,32482893,32491259,32482893
7744,32586031,32586013,32586032,32535623,32491243,32535623
7745,32586067,32586061,32586068,32468985,32491237,32468985
7746,32586079,32586065,32586080,32483153,32491231,32483153
7747,32586109,32586097,32586110,32502131,32491219,32502131
7748,32586133,32586131,32586134,32494307,32491211,32494307
7749,32586137,32586135,32586138,32531797,32491189,32531797
7750,32586143,32586133,32586144,32493199,32491183,32493199
7751,32586163,32586159,32586164,32523361,32491177,32523361
7752,32586173,32586171,32586174,32470003,32491171,32470003
7753,32586179,32586159,32586180,32459653,32491169,32459653
7754,32586221,32586221,32586222,32492023,32491163,32492023
7755,32586223,32586211,32586224,32462155,32491139,32462155
7756,32586247,32586241,32586248,32496823,32491133,32496823
7757,32586259,32586253,32586260,32488333,32491127,32488333
7758,32586271,32586265,32586272,32510867,32491117,32510867
7759,32586283,32586281,32586284,32492333,32491061,32492333
7760,32586287,32586281,32586288,32508457,32491051,32508457
7761,32586299,32586285,32586300,32512025,32491031,32512025
7762,32586329,32586323,32586330,32519935,32491027,32519935
7763,32586341,32586335,32586342,32463929,32491001,32463929
7764,32586353,32586317,32586354,32513273,32490989,32513273
7765,32586427,32586421,32586428,32514793,32490977,32514793
7766,32586439,32586433,32586440,32469691,32490967,32469691
7767,32586451,32586449,32586452,32510047,32490937,32510047
7768,32586457,32586455,32586458,32476699,32490917,32476699
7769,32586461,32586451,32586462,32468213,32490907,32468213
7770,32586481,32586473,32586482,32532877,32490869,32532877
7771,32586497,32586495,32586498,32505901,32490863,32505901
7772,32586503,32586499,32586504,32492833,32490851,32492833
7773,32586511,32586505,32586512,32500541,32490841,32500541
7774,32586523,32586521,32586524,32518869,32490823,32518869
7775,32586527,32586515,32586528,32526349,32490811,32526349
7776,32586551,32586547,32586552,32535859,32490803,32535859
7777,32586559,32586557,32586560,32469921,32490797,32469921
7778,32586563,32586559,32586564,32458609,32490793,32458609
7779,32586571,32586565,32586572,32488835,32490763,32488835
7780,32586583,32586563,32586584,32457277,32490761,32457277
7781,32586623,32586605,32586624,32478313,32490727,32478313
7782,32586661,32586659,32586662,32501831,32490721,32501831
7783,32586667,32586647,32586668,32526199,32490719,32526199
7784,32586709,32586699,32586710,32487421,32490709,32487421
7785,32586731,32586729,32586732,32509031,32490683,32509031
7786,32586737,32586721,32586738,32478863,32490673,32478863
7787,32586769,32586765,32586770,32538041,32490641,32538041
7788,32586779,32586775,32586780,32520637,32490637,32520637
7789,32586787,32586777,32586788,32466227,32490593,32466227
7790,32586809,32586809,32586810,32494537,32490581,32494537
7791,32586811,32586805,32586812,32503211,32490571,32503211
7792,32586823,32586819,32586824,32463049,32490547,32463049
7793,32586833,32586819,32586834,32534691,32490541,32534691
7794,32586863,32586845,32586864,32517955,32490539,32517955
7795,32586901,32586895,32586902,32482251,32490529,32482251
7796,32586913,32586895,32586914,32459395,32490503,32459395
7797,32586949,32586939,32586950,32531657,32490487,32531657
7798,32586971,32586967,32586972,32469539,32490463,32469539
7799,32586979,32586969,32586980,32508387,32490457,32508387
7800,32587001,32586995,32587002,32471729,32490439,32471729
7801,32587013,32587011,32587014,32509901,32490427,32509901
7802,32587019,32587007,32587020,32532161,32490407,32532161
7803,32587043,32587031,32587044,32525113,32490391,32525113
7804,32587069,32587063,32587070,32511649,32490379,32511649
7805,32587081,32587077,32587082,32484495,32490371,32484495
7806,32587091,32587071,32587092,32494171,32490347,32494171
7807,32587133,32587129,32587134,32459807,32490331,32459807
7808,32587141,32587137,32587142,32533959,32490319,32533959
7809,32587151,32587151,32587152,32519571,32490317,32519571
7810,32587153,32587137,32587154,32503979,32490307,32503979
7811,32587187,32587187,32587188,32458247,32490299,32458247
7812,32587189,32587187,32587190,32490367,32490287,32490367
7813,32587193,32587189,32587194,32514681,32490259,32514681
7814,32587201,32587163,32587202,32455517,32490257,32455517
7815,32587277,32587265,32587278,32531783,32490221,32531783
7816,32587301,32587299,32587302,32530611,32490203,32530611
7817,32587307,32587301,32587308,32459247,32490173,32459247
7818,32587319,32587315,32587320,32481301,32490169,32481301
7819,32587327,32587321,32587328,32488633,32490151,32488633
7820,32587339,32587335,32587340,32495171,32490137,32495171
7821,32587349,32587343,32587350,32486621,32490127,32486621
7822,32587363,32587331,32587364,32492559,32490119,32492559
7823,32587427,32587417,32587428,32474099,32490103,32474099
7824,32587447,32587437,32587448,32519955,32490079,32519955
7825,32587469,32587463,32587470,32485483,32490071,32485483
7826,32587483,32587475,32587484,32519689,32490067,32519689
7827,32587501,32587493,32587502,32470177,32490049,32470177
7828,32587517,32587517,32587518,32493575,32490047,32493575
7829,32587519,32587513,32587520,32487479,32490041,32487479
7830,32587531,32587529,32587532,32522927,32490013,32522927
7831,32587537,32587533,32587538,32458799,32490001,32458799
7832,32587547,32587541,32587548,32456985,32489993,32456985
7833,32587559,32587555,32587560,32525659,32489987,32525659
7834,32587567,32587565,32587568,32473541,32489971,32473541
7835,32587571,32587557,32587572,32487431,32489969,32487431
7836,32587601,32587589,32587602,32459757,32489927,32459757
7837,32587627,32587623,32587628,32489989,32489911,32489989
7838,32587637,32587631,32587638,32503753,32489893,32503753
7839,32587649,32587643,32587650,32482207,32489887,32482207
7840,32587663,32587661,32587664,32490287,32489861,32490287
7841,32587669,32587655,32587670,32508979,32489857,32508979
7842,32587699,32587697,32587700,32490331,32489843,32490331
7843,32587703,32587695,32587704,32519181,32489837,32519181
7844,32587721,32587711,32587722,32471595,32489827,32471595
7845,32587741,32587739,32587742,32475565,32489819,32475565
7846,32587747,32587721,32587748,32487267,32489803,32487267
7847,32587801,32587793,32587802,32505701,32489797,32505701
7848,32587817,32587805,32587818,32510561,32489749,32510561
7849,32587843,32587829,32587844,32485441,32489729,32485441
7850,32587871,32587855,32587872,32531563,32489719,32531563
7851,32587903,32587895,32587904,32536849,32489701,32536849
7852,32587921,32587919,32587922,32512151,32489659,32512151
7853,32587927,32587925,32587928,32500901,32489651,32500901
7854,32587931,32587923,32587932,32488525,32489641,32488525
7855,32587949,32587933,32587950,32498217,32489629,32498217
7856,32587981,32587967,32587982,32471473,32489623,32471473
7857,32588011,32587993,32588012,32530321,32489621,32530321
7858,32588047,32588031,32588048,32530931,32489609,32530931
7859,32588081,32588069,32588082,32524023,32489591,32524023
7860,32588107,32588105,32588108,32527421,32489557,32527421
7861,32588111,32588111,32588112,32493275,32489543,32493275
7862,32588113,32588111,32588114,32464511,32489537,32464511
7863,32588117,32588111,32588118,32466509,32489531,32466509
7864,32588131,32588129,32588132,32484961,32489473,32484961
7865,32588137,32588133,32588138,32464179,32489417,32464179
7866,32588147,32588141,32588148,32496361,32489399,32496361
7867,32588159,32588151,32588160,32462189,32489389,32462189
7868,32588177,32588171,32588178,32493977,32489383,32493977
7869,32588189,32588189,32588190,32455947,32489357,32455947
7870,32588191,32588177,32588192,32492349,32489279,32492349
7871,32588221,32588215,32588222,32521777,32489269,32521777
7872,32588233,32588231,32588234,32527371,32489213,32527371
7873,32588239,32588225,32588240,32510859,32489207,32510859
7874,32588267,32588261,32588268,32499413,32489203,32499413
7875,32588279,32588273,32588280,32529361,32489201,32529361
7876,32588291,32588291,32588292,32473303,32489167,32473303
7877,32588293,32588279,32588294,32520067,32489153,32520067
7878,32588323,32588309,32588324,32520521,32489143,32520521
7879,32588351,32588347,32588352,32537293,32489137,32537293
7880,32588359,32588343,32588360,32511917,32489131,32511917
7881,32588393,32588387,32588394,32457983,32489129,32457983
7882,32588407,32588403,32588408,32457433,32489113,32457433
7883,32588417,32588417,32588418,32490371,32489111,32490371
7884,32588419,32588415,32588420,32475007,32489101,32475007
7885,32588429,32588419,32588430,32528651,32489099,32528651
7886,32588449,32588445,32588450,32502513,32489089,32502513
7887,32588459,32588459,32588460,32473797,32489081,32473797
7888,32588461,32588459,32588462,32461877,32489063,32461877
7889,32588467,32588459,32588468,32462767,32489059,32462767
7890,32588483,32588477,32588484,32501321,32489047,32501321
7891,32588497,32588491,32588498,32474599,32489033,32474599
7892,32588509,32588507,32588510,32496227,32489021,32496227
7893,32588513,32588501,32588514,32536331,32488931,32536331
7894,32588537,32588507,32588538,32514683,32488927,32514683
7895,32588597,32588587,32588598,32526943,32488913,32526943
7896,32588617,32588615,32588618,32483657,32488877,32483657
7897,32588623,32588621,32588624,32517279,32488873,32517279
7898,32588627,32588615,32588628,32484959,32488871,32484959
7899,32588651,32588641,32588652,32475737,32488847,32475737
7900,32588671,32588667,32588672,32504419,32488843,32504419
7901,32588681,32588679,32588682,32537439,32488831,32537439
7902,32588687,32588677,32588688,32527025,32488823,32527025
7903,32588707,32588697,32588708,32468625,32488817,32468625
7904,32588729,32588725,32588730,32526499,32488793,32526499
7905,32588737,32588735,32588738,32490541,32488789,32490541
7906,32588741,32588729,32588742,32529481,32488739,32529481
7907,32588767,32588765,32588768,32490635,32488733,32490635
7908,32588771,32588765,32588772,32505469,32488721,32505469
7909,32588783,32588779,32588784,32530569,32488711,32530569
7910,32588791,32588783,32588792,32516761,32488699,32516761
7911,32588807,32588801,32588808,32538673,32488669,32538673
7912,32588821,32588813,32588822,32514743,32488663,32514743
